
SPDR S&P 500 ETF Trust,Last: 409.72,Change:  0.11
Date: 11 April, 2023 à 22:23 UTC−4,Bid: 409.9,Ask: 409.94,Size: 3*5,Volume: 59 252 940
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Apr 20 2023,SPY230420C00385000,0,0,25.44,25.99,0,0.2352,0.9622,0.0055,0,385.00,SPY230420P00385000,0.2,0.2,0.22,0.23,6,0.2317,-0.038,0.0055,0
Thu Apr 20 2023,SPY230420C00386000,0,0,24.45,25.01,0,0.2298,0.9588,0.006,0,386.00,SPY230420P00386000,0.21,0.21,0.24,0.25,11,0.2275,-0.0416,0.006,0
Thu Apr 20 2023,SPY230420C00387000,0,0,23.48,24.03,0,0.2274,0.955,0.0066,0,387.00,SPY230420P00387000,0.27,0.27,0.26,0.27,8,0.2231,-0.0454,0.0066,0
Thu Apr 20 2023,SPY230420C00388000,0,0,22.5,23.07,0,0.2222,0.9507,0.0072,0,388.00,SPY230420P00388000,0.23,0.23,0.28,0.29,6,0.2184,-0.0496,0.0072,0
Thu Apr 20 2023,SPY230420C00389000,0,0,21.53,22.08,0,0.2181,0.9459,0.0079,0,389.00,SPY230420P00389000,0.26,0.26,0.31,0.32,81,0.2148,-0.0544,0.008,0
Thu Apr 20 2023,SPY230420C00390000,19.81,0,20.57,21.13,0,0.2142,0.9404,0.0087,3,390.00,SPY230420P00390000,0.35,-0.105,0.34,0.35,144,0.2106,-0.06,0.0087,517
Thu Apr 20 2023,SPY230420C00391000,0,0,19.6,20.15,0,0.2087,0.9341,0.0096,0,391.00,SPY230420P00391000,0.31,0.31,0.38,0.39,29,0.2072,-0.0664,0.0096,0
Thu Apr 20 2023,SPY230420C00392000,0,0,18.65,19.19,0,0.2062,0.927,0.0106,0,392.00,SPY230420P00392000,0.45,0.45,0.42,0.43,6,0.2034,-0.0734,0.0106,0
Thu Apr 20 2023,SPY230420C00393000,17.25,17.25,17.7,18.24,1,0.2015,0.919,0.0116,0,393.00,SPY230420P00393000,0.5,0.5,0.47,0.48,23,0.1999,-0.0817,0.0117,0
Thu Apr 20 2023,SPY230420C00394000,16.57,16.57,16.75,17.31,8,0.1983,0.9098,0.0128,0,394.00,SPY230420P00394000,0.52,0.52,0.52,0.54,167,0.1964,-0.0909,0.0129,0
Thu Apr 20 2023,SPY230420C00395000,15.8,15.8,15.81,16.36,12,0.1944,0.8995,0.0141,0,395.00,SPY230420P00395000,0.58,0.58,0.59,0.6,301,0.1932,-0.1012,0.0142,0
Thu Apr 20 2023,SPY230420C00396000,15.04,0.595,14.93,15.41,1,0.192,0.8878,0.0155,2,396.00,SPY230420P00396000,0.66,-0.235,0.66,0.67,295,0.1898,-0.1127,0.0156,921
Thu Apr 20 2023,SPY230420C00397000,13.84,0.285,14.02,14.5,3,0.189,0.8747,0.0171,2,397.00,SPY230420P00397000,0.75,-0.255,0.75,0.76,489,0.187,-0.1262,0.0172,856
Thu Apr 20 2023,SPY230420C00398000,13.14,0.455,13.11,13.61,2,0.1857,0.86,0.0187,3,398.00,SPY230420P00398000,0.85,-0.285,0.85,0.86,1159,0.1842,-0.1412,0.0189,763
Thu Apr 20 2023,SPY230420C00399000,9.9,0,12.22,12.73,0,0.1829,0.8435,0.0205,2,399.00,SPY230420P00399000,0.95,-0.325,0.96,0.97,249,0.1812,-0.1577,0.0207,707
Thu Apr 20 2023,SPY230420C00400000,11.86,0.86,11.38,11.81,407,0.1794,0.8252,0.0224,14,400.00,SPY230420P00400000,1.17,-0.265,1.09,1.1,1189,0.1785,-0.1763,0.0226,694
Thu Apr 20 2023,SPY230420C00401000,11.1,0.92,10.49,11,427,0.1766,0.8049,0.0243,18,401.00,SPY230420P00401000,1.25,-0.355,1.24,1.25,465,0.1759,-0.1971,0.0246,705
Thu Apr 20 2023,SPY230420C00402000,10.3,0.925,9.67,10.01,9,0.1702,0.7825,0.0263,12,402.00,SPY230420P00402000,1.5,-0.305,1.41,1.42,145,0.1735,-0.2197,0.0266,529
Thu Apr 20 2023,SPY230420C00403000,9.04,0.45,9.05,9.2,14,0.1728,0.7578,0.0284,8,403.00,SPY230420P00403000,1.29,-0.735,1.6,1.61,74,0.1707,-0.2447,0.0288,412
Thu Apr 20 2023,SPY230420C00404000,8.2,0.37,8.27,8.4,9,0.17,0.7309,0.0304,64,404.00,SPY230420P00404000,1.8,-0.475,1.81,1.83,323,0.1685,-0.2718,0.0308,114
Thu Apr 20 2023,SPY230420C00405000,8.21,1.1,7.51,7.64,25,0.1675,0.7017,0.0324,663,405.00,SPY230420P00405000,2.05,-0.495,2.05,2.07,490,0.166,-0.3014,0.0329,689
Thu Apr 20 2023,SPY230420C00406000,7.45,1.04,6.63,6.9,15,0.1615,0.6705,0.0343,557,406.00,SPY230420P00406000,2.32,-0.53,2.32,2.35,481,0.1636,-0.3334,0.0349,1029
Thu Apr 20 2023,SPY230420C00407000,5.89,0.155,5.94,6.19,105,0.1592,0.637,0.0361,1023,407.00,SPY230420P00407000,2.61,-0.575,2.63,2.65,339,0.1615,-0.3678,0.0367,429
Thu Apr 20 2023,SPY230420C00408000,5.24,0.14,5.41,5.47,338,0.1588,0.6014,0.0376,1288,408.00,SPY230420P00408000,2.94,-0.625,2.97,2.99,857,0.1592,-0.4041,0.0384,397
Thu Apr 20 2023,SPY230420C00409000,4.81,0.3,4.81,4.84,1708,0.157,0.564,0.0388,1381,409.00,SPY230420P00409000,3.32,-0.65,3.34,3.37,3522,0.1568,-0.4424,0.0397,755
Thu Apr 20 2023,SPY230420C00410000,4.26,0.3,4.23,4.25,4410,0.155,0.5252,0.0398,469,410.00,SPY230420P00410000,3.75,-0.675,3.76,3.79,3999,0.1548,-0.4823,0.0408,626
Thu Apr 20 2023,SPY230420C00411000,3.67,0.225,3.68,3.71,4156,0.153,0.4852,0.0403,891,411.00,SPY230420P00411000,4.18,-0.74,4.23,4.25,1075,0.153,-0.5232,0.0414,3118
Thu Apr 20 2023,SPY230420C00412000,3.21,0.24,3.18,3.2,1742,0.151,0.4446,0.0404,654,412.00,SPY230420P00412000,4.84,-0.62,4.73,4.76,211,0.151,-0.5653,0.0417,492
Thu Apr 20 2023,SPY230420C00413000,2.71,0.17,2.72,2.75,854,0.1492,0.4037,0.0401,1110,413.00,SPY230420P00413000,5.21,-0.83,5.26,5.33,24,0.1489,-0.6078,0.0415,7
Thu Apr 20 2023,SPY230420C00414000,2.29,0.14,2.31,2.33,338,0.1477,0.363,0.0392,1112,414.00,SPY230420P00414000,5.92,-0.74,5.81,6,42,0.1481,-0.6506,0.0409,23
Thu Apr 20 2023,SPY230420C00415000,1.97,0.17,1.94,1.96,686,0.1462,0.3232,0.038,1429,415.00,SPY230420P00415000,6.93,-0.395,6.45,6.74,13,0.1486,-0.6925,0.0398,7
Thu Apr 20 2023,SPY230420C00416000,1.49,0,1.61,1.64,220,0.1447,0.2848,0.0363,716,416.00,SPY230420P00416000,6.4,-1.635,7.13,7.36,10,0.1455,-0.7333,0.0383,43
Thu Apr 20 2023,SPY230420C00417000,1.26,1.26,1.33,1.35,172,0.1435,0.248,0.0341,0,417.00,SPY230420P00417000,0,0,7.86,8.19,0,0.1466,-0.7725,0.0364,0
Thu Apr 20 2023,SPY230420C00418000,1.09,0.095,1.09,1.1,574,0.1423,0.2138,0.0317,723,418.00,SPY230420P00418000,9,-0.57,8.47,9.03,7,0.142,-0.8096,0.0342,10
Thu Apr 20 2023,SPY230420C00419000,0.96,0.96,0.88,0.9,232,0.1416,0.182,0.029,0,419.00,SPY230420P00419000,0,0,9.27,9.85,0,0.1402,-0.8441,0.0317,0
Thu Apr 20 2023,SPY230420C00420000,0.72,0.085,0.71,0.72,1322,0.1408,0.1534,0.0261,950,420.00,SPY230420P00420000,10.61,-0.66,10.11,10.69,10,0.1397,-0.8757,0.0291,3
Thu Apr 20 2023,SPY230420C00421000,0.49,0.49,0.56,0.58,23,0.14,0.1284,0.0232,0,421.00,SPY230420P00421000,11.86,11.86,10.97,11.55,184,0.1362,-0.9043,0.0264,0
Thu Apr 20 2023,SPY230420C00422000,0.44,0.035,0.45,0.46,175,0.1398,0.1067,0.0204,18,422.00,SPY230420P00422000,12.72,-0.385,11.89,12.51,21,0.1352,-0.9297,0.0238,15
Thu Apr 20 2023,SPY230420C00423000,0.37,0.37,0.35,0.36,28,0.1391,0.0878,0.0177,0,423.00,SPY230420P00423000,13.2,13.2,12.87,13.42,536,0.1376,-0.9521,0.0213,0
Thu Apr 20 2023,SPY230420C00424000,0.28,0.035,0.28,0.29,48,0.1398,0.0718,0.0152,79,424.00,SPY230420P00424000,0,0,13.8,14.4,0,0.1328,-0.9715,0.019,0
Thu Apr 20 2023,SPY230420C00425000,0.2,0.2,0.21,0.22,71,0.1388,0.0585,0.013,0,425.00,SPY230420P00425000,0,0,14.79,15.38,0,0,-0.9863,0.0145,0
Thu Apr 20 2023,SPY230420C00426000,0.15,-0.005,0.16,0.17,35,0.1383,0.0475,0.011,38,426.00,SPY230420P00426000,16.4,-0.67,15.76,16.39,2,0,-0.9953,0.0059,0
Thu Apr 20 2023,SPY230420C00427000,0,0,0.12,0.13,0,0.1382,0.0385,0.0092,0,427.00,SPY230420P00427000,0,0,16.75,17.39,0,0,-0.9996,0.0006,0
Thu Apr 20 2023,SPY230420C00428000,0.09,-0.005,0.09,0.1,103,0.1382,0.0315,0.0078,105,428.00,SPY230420P00428000,0,0,17.69,18.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00429000,0.07,0.07,0.07,0.08,12,0.1393,0.0254,0.0064,0,429.00,SPY230420P00429000,0,0,18.75,19.4,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00430000,0.06,0.005,0.05,0.06,228,0.139,0.0205,0.0053,365,430.00,SPY230420P00430000,0,0,19.77,20.39,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00431000,0,0,0.04,0.05,0,0.1409,0.0166,0.0044,0,431.00,SPY230420P00431000,0,0,20.69,21.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00432000,0.04,0.005,0.03,0.04,1,0.1418,0.0134,0.0037,415,432.00,SPY230420P00432000,25.89,0,21.78,22.39,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00433000,0.04,0.04,0.02,0.03,6,0.1414,0.0109,0.003,0,433.00,SPY230420P00433000,0,0,22.69,23.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00434000,0.03,0,0.02,0.03,0,0.1469,0.0088,0.0025,5,434.00,SPY230420P00434000,0,0,23.78,24.38,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00435000,0,0,0.02,0.03,0,0.1522,0.0072,0.0021,0,435.00,SPY230420P00435000,0,0,24.69,25.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00436000,0.02,0.005,0.01,0.02,26,0.1487,0.006,0.0017,12,436.00,SPY230420P00436000,0,0,25.79,26.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00437000,0.02,0.02,0.01,0.02,275,0.1536,0.005,0.0015,0,437.00,SPY230420P00437000,0,0,26.78,27.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00438000,0,0,0.01,0.02,0,0.1586,0.0043,0.0012,0,438.00,SPY230420P00438000,31.87,0,27.69,28.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00439000,0,0,0.01,0.02,0,0.1637,0.0036,0.0011,0,439.00,SPY230420P00439000,0,0,28.78,29.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00440000,0.02,0.005,0.01,0.02,39,0.1686,0.0032,0.0009,508,440.00,SPY230420P00440000,0,0,29.79,30.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00441000,0.01,0.01,0,0.01,51,0.1562,0.0028,0.0008,0,441.00,SPY230420P00441000,0,0,30.69,31.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00442000,0.01,0.005,0,0.01,506,0.1604,0.0025,0.0007,1,442.00,SPY230420P00442000,0,0,31.69,32.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00443000,0,0,0,0.01,0,0.1648,0.0023,0.0006,0,443.00,SPY230420P00443000,0,0,32.79,33.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00444000,0,0,0,0.01,0,0.1695,0.0021,0.0006,0,444.00,SPY230420P00444000,0,0,33.79,34.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00445000,0,0,0,0.01,0,0.174,0.0019,0.0005,0,445.00,SPY230420P00445000,0,0,34.69,35.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00446000,0,0,0,0.01,0,0.1784,0.0018,0.0005,0,446.00,SPY230420P00446000,0,0,35.78,36.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00447000,0,0,0,0.01,0,0.1828,0.0017,0.0005,0,447.00,SPY230420P00447000,0,0,36.78,37.36,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00448000,0,0,0,0.01,0,0.1871,0.0016,0.0004,0,448.00,SPY230420P00448000,0,0,37.78,38.36,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00449000,0,0,0,0.01,0,0.1915,0.0015,0.0004,0,449.00,SPY230420P00449000,0,0,38.69,39.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00450000,0.01,0,0,0.01,0,0.1958,0.0014,0.0004,7,450.00,SPY230420P00450000,0,0,39.82,40.33,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00451000,0,0,0,0.01,0,0.2001,0.0014,0.0004,0,451.00,SPY230420P00451000,0,0,40.78,41.36,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00452000,0,0,0,0.01,0,0.2044,0.0013,0.0003,0,452.00,SPY230420P00452000,0,0,41.69,42.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00453000,0,0,0,0.01,0,0.2087,0.0012,0.0003,0,453.00,SPY230420P00453000,0,0,42.78,43.36,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00454000,0,0,0,0.01,0,0.2129,0.0012,0.0003,0,454.00,SPY230420P00454000,0,0,43.78,44.36,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00455000,0,0,0,0.01,0,0.2172,0.0011,0.0003,0,455.00,SPY230420P00455000,0,0,44.69,45.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00456000,0,0,0,0.01,0,0.2214,0.0011,0.0003,0,456.00,SPY230420P00456000,0,0,45.78,46.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00457000,0,0,0,0.01,0,0.2256,0.001,0.0002,0,457.00,SPY230420P00457000,0,0,46.78,47.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00458000,0,0,0,0.01,0,0.2298,0.001,0.0002,0,458.00,SPY230420P00458000,0,0,47.79,48.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00459000,0,0,0,0.01,0,0.234,0.001,0.0002,0,459.00,SPY230420P00459000,0,0,48.69,49.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00460000,0,0,0,0.01,0,0.2381,0.0009,0.0002,0,460.00,SPY230420P00460000,0,0,49.79,50.36,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00461000,0,0,0,0.01,0,0.2423,0.0009,0.0002,0,461.00,SPY230420P00461000,0,0,50.79,51.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00462000,0,0,0,0.01,0,0.2464,0.0008,0.0002,0,462.00,SPY230420P00462000,0,0,51.69,52.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00463000,0,0,0,0.01,0,0.2505,0.0008,0.0002,0,463.00,SPY230420P00463000,0,0,52.78,53.35,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00464000,0,0,0,0.01,0,0.2546,0.0008,0.0002,0,464.00,SPY230420P00464000,0,0,53.79,54.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00465000,0,0,0,0.01,0,0.2587,0.0008,0.0002,0,465.00,SPY230420P00465000,0,0,54.68,55.49,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00466000,0,0,0,0.01,0,0.2628,0.0007,0.0001,0,466.00,SPY230420P00466000,0,0,55.79,56.37,0,0,-1,0,0
Thu Apr 20 2023,SPY230420C00467000,0.01,0.01,0,0.01,2,0.2668,0.0007,0.0001,0,467.00,SPY230420P00467000,0,0,56.79,57.37,0,0,-1,0,0
Fri Apr 21 2023,SPY230421C00150000,256.77,0,259.69,260.5,0,0,1,0,31,150.00,SPY230421P00150000,0.01,0,0,0.01,0,1.7735,0,0,18864
Fri Apr 21 2023,SPY230421C00155000,254.98,0,254.7,255.51,0,0,1,0,1,155.00,SPY230421P00155000,0.01,0,0,0.01,0,1.7176,0,0,4447
Fri Apr 21 2023,SPY230421C00160000,0,0,249.71,250.52,0,0,1,0,0,160.00,SPY230421P00160000,0.01,0,0,0.01,0,1.6635,-0.0001,0,4637
Fri Apr 21 2023,SPY230421C00165000,0,0,244.72,245.53,0,0,1,0,0,165.00,SPY230421P00165000,0.01,0,0,0.01,0,1.6111,-0.0001,0,3502
Fri Apr 21 2023,SPY230421C00170000,229.3,0,239.73,240.53,0,0,1,0,1,170.00,SPY230421P00170000,0.01,0,0,0.01,0,1.5602,-0.0001,0,2842
Fri Apr 21 2023,SPY230421C00175000,0,0,234.73,235.54,0,0,1,0,0,175.00,SPY230421P00175000,0.01,0,0,0.01,0,1.5108,-0.0001,0,2300
Fri Apr 21 2023,SPY230421C00180000,216.03,0,229.74,230.55,0,0,1,0,0,180.00,SPY230421P00180000,0.01,0,0,0.01,0,1.4628,-0.0001,0,3982
Fri Apr 21 2023,SPY230421C00185000,210.93,0,224.75,225.56,0,0,1,0,0,185.00,SPY230421P00185000,0.01,0,0,0.01,0,1.4161,-0.0001,0,1533
Fri Apr 21 2023,SPY230421C00190000,206.04,0,219.76,220.57,0,0,1,0,0,190.00,SPY230421P00190000,0.01,0,0,0.01,0,1.3706,-0.0001,0,2784
Fri Apr 21 2023,SPY230421C00195000,201,0,214.77,215.58,0,0,1,0,0,195.00,SPY230421P00195000,0.01,0,0,0.01,0,1.3263,-0.0001,0,2010
Fri Apr 21 2023,SPY230421C00200000,209,0,209.78,210.59,0,0,1,0,31,200.00,SPY230421P00200000,0.01,0,0,0.01,0,1.2832,-0.0001,0,6952
Fri Apr 21 2023,SPY230421C00205000,205.12,0,204.79,205.6,0,0,1,0,1,205.00,SPY230421P00205000,0.01,0,0,0.01,0,1.241,-0.0001,0,3986
Fri Apr 21 2023,SPY230421C00210000,0,0,199.8,200.61,0,0,1,0,0,210.00,SPY230421P00210000,0.01,0,0,0.01,0,1.1998,-0.0001,0,4745
Fri Apr 21 2023,SPY230421C00215000,180.53,0,194.81,195.61,0,0,1,0,0,215.00,SPY230421P00215000,0.01,0,0,0.01,0,1.1596,-0.0002,0,2958
Fri Apr 21 2023,SPY230421C00220000,174.7,0,189.82,190.62,0,0,1,0,7,220.00,SPY230421P00220000,0.02,0,0,0.01,0,1.1203,-0.0002,0,4198
Fri Apr 21 2023,SPY230421C00225000,160.49,0,184.82,185.63,0,0,1,0,0,225.00,SPY230421P00225000,0.01,0,0,0.01,0,1.0819,-0.0002,0,6304
Fri Apr 21 2023,SPY230421C00230000,0,0,179.83,180.64,0,0,1,0,0,230.00,SPY230421P00230000,0.01,0,0,0.01,0,1.0442,-0.0002,0,2461
Fri Apr 21 2023,SPY230421C00235000,0,0,174.84,175.65,0,0,1,0,0,235.00,SPY230421P00235000,0.01,0,0,0.01,0,1.0074,-0.0003,0,3660
Fri Apr 21 2023,SPY230421C00240000,159.66,0,169.85,170.66,0,0,1,0,0,240.00,SPY230421P00240000,0.01,0,0,0.01,0,0.9713,-0.0003,0,4431
Fri Apr 21 2023,SPY230421C00245000,166.53,0,164.86,165.67,0,0,1,0,1,245.00,SPY230421P00245000,0.01,0,0,0.01,0,0.9359,-0.0003,0,3624
Fri Apr 21 2023,SPY230421C00250000,161.52,0,159.87,160.68,0,0,0.9999,0,19,250.00,SPY230421P00250000,0.01,0,0,0.01,0,0.9011,-0.0004,0,26491
Fri Apr 21 2023,SPY230421C00255000,133.25,0,154.88,155.69,0,0,0.9999,0,0,255.00,SPY230421P00255000,0.01,0,0,0.01,0,0.8671,-0.0004,0,7155
Fri Apr 21 2023,SPY230421C00260000,150.79,1.425,149.89,150.69,1,0,0.9998,0,2,260.00,SPY230421P00260000,0.01,0,0,0.01,0,0.8336,-0.0004,0,8962
Fri Apr 21 2023,SPY230421C00265000,145.77,0,145.07,145.63,0,0,0.9998,0,1,265.00,SPY230421P00265000,0.01,0.005,0,0.01,50,0.8008,-0.0005,0,14095
Fri Apr 21 2023,SPY230421C00270000,141.46,0,140.07,140.64,0,0,0.9997,0,3,270.00,SPY230421P00270000,0.01,0,0,0.01,0,0.7685,-0.0006,0,49594
Fri Apr 21 2023,SPY230421C00275000,129.35,0,135.08,135.65,0,0,0.9996,0,16,275.00,SPY230421P00275000,0.01,0,0,0.01,0,0.7367,-0.0006,0,13730
Fri Apr 21 2023,SPY230421C00280000,121.1,0,130.09,130.66,0,0,0.9996,0,6,280.00,SPY230421P00280000,0.01,0.005,0,0.01,10,0.7055,-0.0007,0,35719
Fri Apr 21 2023,SPY230421C00285000,111.64,0,125.1,125.66,0,0,0.9995,0.0001,14,285.00,SPY230421P00285000,0.01,0.005,0,0.01,11,0.6748,-0.0008,0.0001,28788
Fri Apr 21 2023,SPY230421C00290000,120.97,0,120.11,120.67,0,0,0.9994,0.0001,9,290.00,SPY230421P00290000,0.01,-0.005,0.01,0.02,75,0.7029,-0.0009,0.0001,14576
Fri Apr 21 2023,SPY230421C00295000,100.71,0,115.12,115.68,0,0,0.9992,0.0001,21,295.00,SPY230421P00295000,0.02,0.005,0.01,0.02,2012,0.6708,-0.001,0.0001,8988
Fri Apr 21 2023,SPY230421C00300000,111.44,1.995,110.13,110.69,3,0,0.9991,0.0001,578,300.00,SPY230421P00300000,0.01,-0.005,0.01,0.02,94,0.639,-0.0012,0.0001,36679
Fri Apr 21 2023,SPY230421C00305000,102.62,0,105.13,105.7,0,0,0.9989,0.0001,143,305.00,SPY230421P00305000,0.01,-0.005,0.01,0.02,10,0.6077,-0.0014,0.0001,20985
Fri Apr 21 2023,SPY230421C00310000,97.5,0,100.14,100.71,0,0,0.9987,0.0001,114,310.00,SPY230421P00310000,0.02,0.005,0.01,0.02,28,0.577,-0.0016,0.0001,42320
Fri Apr 21 2023,SPY230421C00315000,84.21,0,95.15,95.72,0,0,0.9984,0.0001,118,315.00,SPY230421P00315000,0.02,-0.005,0.01,0.02,10,0.5465,-0.0018,0.0001,63730
Fri Apr 21 2023,SPY230421C00320000,89.22,0,90.16,90.73,0,0,0.9982,0.0002,127,320.00,SPY230421P00320000,0.02,-0.005,0.02,0.03,86,0.5413,-0.0021,0.0002,67551
Fri Apr 21 2023,SPY230421C00325000,83.16,0,85.17,85.74,0,0,0.9978,0.0002,221,325.00,SPY230421P00325000,0.03,0.005,0.02,0.03,106,0.5104,-0.0025,0.0002,86216
Fri Apr 21 2023,SPY230421C00330000,67.32,0,80.18,80.75,0,0.3648,0.9974,0.0003,107,330.00,SPY230421P00330000,0.03,-0.005,0.02,0.03,315,0.4798,-0.0029,0.0003,49662
Fri Apr 21 2023,SPY230421C00335000,74.27,0,75.2,75.76,0,0.4376,0.9968,0.0003,96,335.00,SPY230421P00335000,0.03,-0.005,0.03,0.04,311,0.465,-0.0035,0.0003,37774
Fri Apr 21 2023,SPY230421C00340000,71.51,1.965,70.21,70.78,3,0.4046,0.9962,0.0004,831,340.00,SPY230421P00340000,0.03,-0.015,0.03,0.04,109,0.4341,-0.0042,0.0004,81009
Fri Apr 21 2023,SPY230421C00345000,63.18,0,65.22,65.79,0,0.3822,0.9953,0.0005,215,345.00,SPY230421P00345000,0.04,-0.005,0.03,0.04,27,0.4037,-0.005,0.0005,56905
Fri Apr 21 2023,SPY230421C00350000,61.51,1.935,60.28,60.76,114,0.3656,0.9942,0.0006,1489,350.00,SPY230421P00350000,0.05,-0.005,0.04,0.05,2421,0.3838,-0.0061,0.0006,118035
Fri Apr 21 2023,SPY230421C00352000,59.41,1.825,58.25,58.81,1,0.3624,0.9936,0.0007,72,352.00,SPY230421P00352000,0.06,-0.005,0.05,0.06,12,0.3801,-0.0066,0.0007,5037
Fri Apr 21 2023,SPY230421C00354000,56.2,0,56.25,56.82,0,0.3528,0.993,0.0008,8,354.00,SPY230421P00354000,0.06,-0.005,0.05,0.06,18,0.3678,-0.0073,0.0008,3118
Fri Apr 21 2023,SPY230421C00355000,55.12,0.525,55.25,55.82,12,0.3503,0.9927,0.0008,2422,355.00,SPY230421P00355000,0.06,-0.005,0.06,0.07,136,0.3687,-0.0076,0.0008,36871
Fri Apr 21 2023,SPY230421C00356000,51.26,0,54.26,54.83,0,0.3475,0.9924,0.0009,8,356.00,SPY230421P00356000,0.05,-0.025,0.06,0.07,18,0.3624,-0.008,0.0009,4622
Fri Apr 21 2023,SPY230421C00358000,46.92,0,52.27,52.83,0,0.3448,0.9916,0.001,9,358.00,SPY230421P00358000,0.05,-0.025,0.06,0.07,4544,0.3498,-0.0087,0.001,12973
Fri Apr 21 2023,SPY230421C00360000,50.15,0.525,50.28,50.84,102,0.3372,0.9907,0.0011,1824,360.00,SPY230421P00360000,0.08,-0.005,0.07,0.08,745,0.3432,-0.0096,0.0011,170876
Fri Apr 21 2023,SPY230421C00361000,46.2,0,49.28,49.85,0,0.3267,0.9902,0.0012,37,361.00,SPY230421P00361000,0.07,-0.015,0.07,0.08,228,0.3368,-0.0101,0.0012,6312
Fri Apr 21 2023,SPY230421C00362000,43,0,48.29,48.85,0,0.3289,0.9897,0.0012,11,362.00,SPY230421P00362000,0.07,-0.015,0.07,0.08,71,0.3304,-0.0106,0.0012,6505
Fri Apr 21 2023,SPY230421C00363000,49.08,0,47.29,47.86,0,0.3189,0.9891,0.0013,95,363.00,SPY230421P00363000,0.08,-0.015,0.08,0.09,4537,0.3294,-0.0112,0.0013,33701
Fri Apr 21 2023,SPY230421C00364000,43.52,0,46.3,46.86,0,0.3202,0.9885,0.0014,64,364.00,SPY230421P00364000,0.09,-0.005,0.08,0.09,241,0.3229,-0.0118,0.0014,11085
Fri Apr 21 2023,SPY230421C00365000,45.16,0.505,45.3,45.87,100,0.3104,0.9879,0.0015,559,365.00,SPY230421P00365000,0.08,-0.025,0.08,0.09,4839,0.3164,-0.0125,0.0015,85415
Fri Apr 21 2023,SPY230421C00366000,41.69,0,44.31,44.88,0,0.3085,0.9872,0.0016,41,366.00,SPY230421P00366000,0.1,-0.005,0.09,0.1,147,0.3147,-0.0132,0.0016,29001
Fri Apr 21 2023,SPY230421C00367000,30.95,0,43.32,43.88,0,0.3062,0.9864,0.0017,119,367.00,SPY230421P00367000,0.1,-0.015,0.09,0.1,226,0.3082,-0.0139,0.0017,36984
Fri Apr 21 2023,SPY230421C00368000,39.66,0,42.32,42.89,0,0.2991,0.9856,0.0018,103,368.00,SPY230421P00368000,0.11,-0.015,0.1,0.11,165,0.3062,-0.0147,0.0018,15197
Fri Apr 21 2023,SPY230421C00369000,39.47,0,41.33,41.9,0,0.2963,0.9848,0.0019,70,369.00,SPY230421P00369000,0.1,-0.025,0.11,0.12,21,0.3034,-0.0155,0.0019,23655
Fri Apr 21 2023,SPY230421C00370000,40.88,1.19,40.34,40.9,4,0.2952,0.9838,0.002,778,370.00,SPY230421P00370000,0.12,-0.015,0.11,0.12,1099,0.2966,-0.0164,0.002,152795
