
SPDR S&P 500 ETF Trust,Last: 427.92,Change:  6.1
Date: 4 June 4, 3:15 PM EDT,Bid: 427.96,Ask: 428.03,Size: 1*6,Volume: 91,391,793
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Jun 08 2023,SPY230608C00469000,0,0,0,0.01,0,0.2368,0.0011,0.0003,0,469.00,SPY230608P00469000,0,0,40.71,41.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00470000,0,0,0,0.01,0,0.2418,0.001,0.0003,0,470.00,SPY230608P00470000,0,0,41.71,42.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00471000,0,0,0,0.01,0,0.2468,0.0009,0.0002,0,471.00,SPY230608P00471000,0,0,42.71,43.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00472000,0,0,0,0.01,0,0.2519,0.0009,0.0002,0,472.00,SPY230608P00472000,0,0,43.71,44.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00473000,0,0,0,0.01,0,0.2568,0.0008,0.0002,0,473.00,SPY230608P00473000,0,0,44.71,45.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00474000,0,0,0,0.01,0,0.2618,0.0008,0.0002,0,474.00,SPY230608P00474000,0,0,45.71,46.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00475000,0,0,0,0.01,0,0.2667,0.0007,0.0002,0,475.00,SPY230608P00475000,0,0,46.71,47.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00476000,0,0,0,0.01,0,0.2716,0.0007,0.0002,0,476.00,SPY230608P00476000,0,0,47.71,48.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00477000,0,0,0,0.01,0,0.2765,0.0006,0.0002,0,477.00,SPY230608P00477000,0,0,48.71,49.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00478000,0,0,0,0.01,0,0.2814,0.0006,0.0001,0,478.00,SPY230608P00478000,0,0,49.71,50.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00479000,0,0,0,0.01,0,0.2863,0.0006,0.0001,0,479.00,SPY230608P00479000,0,0,50.71,51.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00480000,0,0,0,0.01,0,0.2912,0.0005,0.0001,0,480.00,SPY230608P00480000,0,0,51.71,52.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00481000,0,0,0,0.01,0,0.296,0.0005,0.0001,0,481.00,SPY230608P00481000,0,0,52.71,53.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00482000,0,0,0,0.01,0,0.3008,0.0005,0.0001,0,482.00,SPY230608P00482000,0,0,53.71,54.53,0,0,-1,0,0
Thu Jun 08 2023,SPY230608C00483000,0,0,0,0.01,0,0.3056,0.0004,0.0001,0,483.00,SPY230608P00483000,0,0,54.71,55.53,0,0,-1,0,0
Fri Jun 09 2023,SPY230609C00275000,152.79,6.265,152.71,153.53,80,0,0.9998,0,300,275.00,SPY230609P00275000,0.01,0.005,0,0.01,100,0.9645,-0.0002,0,3866
Fri Jun 09 2023,SPY230609C00280000,147.78,6.255,147.72,148.54,20,0,0.9998,0,0,280.00,SPY230609P00280000,0.01,0.005,0,0.01,1,0.9274,-0.0002,0,927
Fri Jun 09 2023,SPY230609C00285000,0,0,142.72,143.55,0,0,0.9997,0,0,285.00,SPY230609P00285000,0.01,0,0,0.01,0,0.891,-0.0003,0,1145
Fri Jun 09 2023,SPY230609C00290000,0,0,137.73,138.55,0,0,0.9997,0,0,290.00,SPY230609P00290000,0.01,0.005,0,0.01,5,0.8551,-0.0003,0,2460
Fri Jun 09 2023,SPY230609C00295000,0,0,132.74,133.56,0,0,0.9996,0,0,295.00,SPY230609P00295000,0.01,0,0,0.01,0,0.8197,-0.0004,0,300
Fri Jun 09 2023,SPY230609C00300000,111.52,0,127.74,128.56,0,0,0.9996,0,2,300.00,SPY230609P00300000,0.01,0.005,0,0.01,11,0.7849,-0.0004,0,1282
Fri Jun 09 2023,SPY230609C00305000,0,0,122.75,123.57,0,0,0.9995,0,0,305.00,SPY230609P00305000,0.01,0,0,0.01,0,0.7506,-0.0005,0,5737
Fri Jun 09 2023,SPY230609C00310000,110.94,0,117.75,118.58,0,0,0.9994,0,12,310.00,SPY230609P00310000,0.01,-0.005,0,0.01,500,0.7168,-0.0006,0,732
Fri Jun 09 2023,SPY230609C00315000,0,0,112.76,113.58,0,0,0.9993,0.0001,0,315.00,SPY230609P00315000,0.01,-0.005,0,0.01,1000,0.6835,-0.0007,0.0001,1729
Fri Jun 09 2023,SPY230609C00320000,0,0,107.77,108.59,0,0,0.9991,0.0001,0,320.00,SPY230609P00320000,0.01,-0.005,0,0.01,270,0.6506,-0.0009,0.0001,1796
Fri Jun 09 2023,SPY230609C00325000,0,0,102.77,103.6,0,0,0.999,0.0001,0,325.00,SPY230609P00325000,0.01,-0.015,0,0.01,445,0.6182,-0.001,0.0001,19886
Fri Jun 09 2023,SPY230609C00330000,87.41,0,97.78,98.61,0,0,0.9988,0.0001,4,330.00,SPY230609P00330000,0.01,-0.015,0,0.01,1239,0.5861,-0.0012,0.0001,8841
Fri Jun 09 2023,SPY230609C00335000,82.4,0,92.79,93.62,0,0.5396,0.9986,0.0001,11,335.00,SPY230609P00335000,0.01,-0.015,0,0.01,295,0.5545,-0.0014,0.0001,17729
Fri Jun 09 2023,SPY230609C00340000,87.22,5.59,87.8,88.63,3,0.5455,0.9984,0.0001,7,340.00,SPY230609P00340000,0.01,-0.025,0.01,0.02,71,0.5729,-0.0016,0.0001,40605
Fri Jun 09 2023,SPY230609C00345000,73.03,0,82.81,83.63,0,0.5135,0.9982,0.0002,2,345.00,SPY230609P00345000,0.01,-0.025,0.01,0.02,118,0.5394,-0.0018,0.0002,1575
Fri Jun 09 2023,SPY230609C00350000,71.58,0,77.81,78.64,0,0.4818,0.9979,0.0002,24,350.00,SPY230609P00350000,0.01,-0.035,0.01,0.02,2222,0.5063,-0.0021,0.0002,40505
Fri Jun 09 2023,SPY230609C00355000,62.79,0,72.82,73.65,0,0.4689,0.9976,0.0003,5,355.00,SPY230609P00355000,0.02,-0.035,0.01,0.02,1265,0.4736,-0.0024,0.0003,18528
Fri Jun 09 2023,SPY230609C00356000,0,0,71.82,72.66,0,0.4736,0.9975,0.0003,0,356.00,SPY230609P00356000,0.02,0.02,0.01,0.02,236,0.4671,-0.0025,0.0003,0
Fri Jun 09 2023,SPY230609C00357000,0,0,70.83,71.66,0,0.4763,0.9974,0.0003,0,357.00,SPY230609P00357000,0.02,0.02,0.01,0.02,248,0.4606,-0.0026,0.0003,0
Fri Jun 09 2023,SPY230609C00358000,0,0,69.83,70.66,0,0.4675,0.9973,0.0003,0,358.00,SPY230609P00358000,0.02,-0.035,0.01,0.02,231,0.4541,-0.0027,0.0003,23
Fri Jun 09 2023,SPY230609C00359000,0,0,68.83,69.66,0,0.4586,0.9972,0.0003,0,359.00,SPY230609P00359000,0.02,-0.035,0.01,0.02,418,0.4476,-0.0028,0.0003,22
Fri Jun 09 2023,SPY230609C00360000,68.58,6.9,67.83,68.67,4,0.4603,0.9972,0.0003,34,360.00,SPY230609P00360000,0.03,-0.025,0.01,0.02,728,0.4411,-0.0028,0.0003,2411
Fri Jun 09 2023,SPY230609C00361000,0,0,66.83,67.67,0,0.4517,0.9971,0.0003,0,361.00,SPY230609P00361000,0.03,-0.025,0.01,0.02,228,0.4347,-0.0029,0.0003,1
Fri Jun 09 2023,SPY230609C00362000,0,0,65.83,66.67,0,0.443,0.997,0.0004,0,362.00,SPY230609P00362000,0.02,-0.035,0.01,0.02,246,0.4282,-0.003,0.0003,31
Fri Jun 09 2023,SPY230609C00363000,0,0,64.84,65.67,0,0.4439,0.9969,0.0004,0,363.00,SPY230609P00363000,0.03,-0.025,0.01,0.03,250,0.4334,-0.0031,0.0004,37
Fri Jun 09 2023,SPY230609C00364000,0,0,63.84,64.67,0,0.4354,0.9968,0.0004,0,364.00,SPY230609P00364000,0.03,-0.035,0.01,0.03,244,0.4268,-0.0032,0.0004,0
Fri Jun 09 2023,SPY230609C00365000,54.8,0,62.84,63.68,0,0.4354,0.9967,0.0004,2,365.00,SPY230609P00365000,0.02,-0.045,0.01,0.02,298,0.4092,-0.0033,0.0004,18847
Fri Jun 09 2023,SPY230609C00366000,0,0,61.84,62.68,0,0.4271,0.9966,0.0004,0,366.00,SPY230609P00366000,0.03,-0.035,0.01,0.03,2076,0.4136,-0.0034,0.0004,24
Fri Jun 09 2023,SPY230609C00367000,0,0,60.84,61.68,0,0.4188,0.9965,0.0004,0,367.00,SPY230609P00367000,0.03,-0.035,0.01,0.03,296,0.4071,-0.0035,0.0004,21
Fri Jun 09 2023,SPY230609C00368000,0,0,59.85,60.68,0,0.4181,0.9964,0.0004,0,368.00,SPY230609P00368000,0.02,-0.045,0.01,0.03,232,0.4005,-0.0036,0.0004,304
Fri Jun 09 2023,SPY230609C00369000,0,0,58.85,59.68,0,0.41,0.9962,0.0005,0,369.00,SPY230609P00369000,0.03,-0.035,0.02,0.03,218,0.4031,-0.0037,0.0005,0
Fri Jun 09 2023,SPY230609C00370000,52.07,0,57.85,58.69,0,0.4087,0.9961,0.0005,35,370.00,SPY230609P00370000,0.03,-0.035,0.02,0.03,739,0.3965,-0.0039,0.0005,9322
Fri Jun 09 2023,SPY230609C00371000,0,0,56.85,57.69,0,0.4006,0.996,0.0005,0,371.00,SPY230609P00371000,0.04,-0.035,0.02,0.03,215,0.3898,-0.004,0.0005,1
Fri Jun 09 2023,SPY230609C00372000,45.82,0,55.85,56.69,0,0.3925,0.9959,0.0005,5,372.00,SPY230609P00372000,0.03,-0.045,0.02,0.03,241,0.3832,-0.0041,0.0005,1127
Fri Jun 09 2023,SPY230609C00373000,0,0,54.85,55.69,0,0.3844,0.9957,0.0006,0,373.00,SPY230609P00373000,0.03,-0.045,0.02,0.03,273,0.3766,-0.0043,0.0006,25
Fri Jun 09 2023,SPY230609C00374000,45.54,0,53.86,54.7,0,0.3886,0.9956,0.0006,14,374.00,SPY230609P00374000,0.02,-0.055,0.02,0.03,283,0.3701,-0.0044,0.0006,1413
Fri Jun 09 2023,SPY230609C00375000,50,3.245,52.86,53.7,1,0.3806,0.9954,0.0006,51,375.00,SPY230609P00375000,0.03,-0.045,0.02,0.03,653,0.3635,-0.0046,0.0006,2051
Fri Jun 09 2023,SPY230609C00376000,45.92,0,51.86,52.7,0,0.3727,0.9953,0.0006,5,376.00,SPY230609P00376000,0.02,-0.055,0.02,0.03,253,0.3566,-0.0048,0.0006,1209
Fri Jun 09 2023,SPY230609C00377000,0,0,50.86,51.7,0,0.3648,0.9951,0.0007,0,377.00,SPY230609P00377000,0.04,-0.045,0.02,0.04,209,0.3569,-0.0049,0.0007,83
Fri Jun 09 2023,SPY230609C00378000,36.46,0,49.86,50.7,0,0.3569,0.9949,0.0007,1,378.00,SPY230609P00378000,0.04,-0.045,0.02,0.04,423,0.3502,-0.0051,0.0007,3536
Fri Jun 09 2023,SPY230609C00379000,44.32,0,48.87,49.71,0,0.3592,0.9947,0.0007,2,379.00,SPY230609P00379000,0.04,-0.045,0.02,0.04,313,0.3436,-0.0052,0.0007,66
Fri Jun 09 2023,SPY230609C00380000,46.46,4.69,47.87,48.71,14,0.3514,0.9945,0.0008,25,380.00,SPY230609P00380000,0.03,-0.055,0.03,0.04,640,0.3429,-0.0054,0.0008,20258
Fri Jun 09 2023,SPY230609C00381000,0,0,46.87,47.71,0,0.3435,0.9943,0.0008,0,381.00,SPY230609P00381000,0.05,-0.045,0.03,0.04,244,0.3362,-0.0056,0.0008,0
Fri Jun 09 2023,SPY230609C00382000,46.81,7.04,45.87,46.71,1,0.3358,0.9941,0.0008,5,382.00,SPY230609P00382000,0.03,-0.065,0.03,0.04,10306,0.3294,-0.0058,0.0008,1181
Fri Jun 09 2023,SPY230609C00383000,0,0,44.88,45.71,0,0.3325,0.9939,0.0009,0,383.00,SPY230609P00383000,0.04,-0.055,0.03,0.04,206,0.3227,-0.0061,0.0009,67
Fri Jun 09 2023,SPY230609C00384000,34.28,0,43.88,44.72,0,0.3289,0.9936,0.0009,12,384.00,SPY230609P00384000,0.04,-0.055,0.03,0.04,872,0.316,-0.0063,0.0009,2863
Fri Jun 09 2023,SPY230609C00385000,40.98,4.19,42.88,43.72,4,0.3211,0.9934,0.001,7787,385.00,SPY230609P00385000,0.03,-0.075,0.03,0.04,2113,0.3092,-0.0066,0.001,15681
Fri Jun 09 2023,SPY230609C00386000,35.28,0,41.88,42.72,0,0.3134,0.9931,0.001,12,386.00,SPY230609P00386000,0.05,-0.055,0.03,0.04,640,0.3025,-0.0068,0.001,885
Fri Jun 09 2023,SPY230609C00387000,40.66,5.86,40.88,41.72,5,0.3057,0.9928,0.0011,13,387.00,SPY230609P00387000,0.04,-0.065,0.03,0.04,10376,0.2958,-0.0071,0.0011,6434
Fri Jun 09 2023,SPY230609C00388000,40.6,6.82,39.89,40.73,8,0.3054,0.9925,0.0012,13,388.00,SPY230609P00388000,0.05,-0.065,0.03,0.05,241,0.2934,-0.0075,0.0012,4986
Fri Jun 09 2023,SPY230609C00389000,32.28,0,38.89,39.73,0,0.2977,0.9922,0.0012,9,389.00,SPY230609P00389000,0.05,-0.065,0.04,0.05,271,0.2909,-0.0078,0.0012,3244
Fri Jun 09 2023,SPY230609C00390000,38.36,6.55,37.89,38.73,66,0.29,0.9918,0.0013,113,390.00,SPY230609P00390000,0.04,-0.075,0.04,0.05,562,0.2841,-0.0081,0.0013,37789
Fri Jun 09 2023,SPY230609C00391000,37.63,6.835,36.89,37.73,4,0.2823,0.9914,0.0014,12,391.00,SPY230609P00391000,0.05,-0.075,0.04,0.05,242,0.2771,-0.0085,0.0014,2962
Fri Jun 09 2023,SPY230609C00392000,36.54,6.72,35.9,36.73,7,0.2779,0.991,0.0015,14,392.00,SPY230609P00392000,0.04,-0.085,0.04,0.05,1729,0.2703,-0.0089,0.0015,2348
Fri Jun 09 2023,SPY230609C00392500,30.34,0,35.4,36.24,0,0.2772,0.9908,0.0016,5,392.50,SPY230609P00392500,0.04,-0.085,0.04,0.05,220,0.2668,-0.0091,0.0015,1440
Fri Jun 09 2023,SPY230609C00393000,35.09,6.285,34.9,35.74,20,0.2733,0.9906,0.0016,102,393.00,SPY230609P00393000,0.04,-0.095,0.04,0.05,561,0.2634,-0.0093,0.0016,2546
Fri Jun 09 2023,SPY230609C00394000,34.08,6.27,33.9,34.74,22,0.2656,0.9901,0.0017,10,394.00,SPY230609P00394000,0.05,-0.085,0.04,0.05,320,0.2565,-0.0098,0.0017,3384
Fri Jun 09 2023,SPY230609C00395000,33.33,6.49,32.91,33.74,979,0.2608,0.9896,0.0018,1029,395.00,SPY230609P00395000,0.05,-0.095,0.04,0.06,3951,0.2527,-0.0104,0.0018,11295
Fri Jun 09 2023,SPY230609C00396000,32.5,6.65,31.91,32.74,6,0.2532,0.989,0.002,1132,396.00,SPY230609P00396000,0.06,-0.085,0.05,0.06,3268,0.2491,-0.0108,0.0019,7814
Fri Jun 09 2023,SPY230609C00397000,29.01,4.15,30.91,31.75,1,0.2481,0.9884,0.0021,13,397.00,SPY230609P00397000,0.06,-0.095,0.05,0.06,1511,0.2421,-0.0114,0.0021,4271
Fri Jun 09 2023,SPY230609C00397500,19.99,0,30.41,31.25,0,0.2443,0.9881,0.0022,163,397.50,SPY230609P00397500,0.07,-0.085,0.05,0.06,100,0.2386,-0.0118,0.0022,2051
Fri Jun 09 2023,SPY230609C00398000,30.09,6.215,29.92,30.75,19,0.2429,0.9877,0.0023,202,398.00,SPY230609P00398000,0.05,-0.115,0.05,0.06,569,0.2351,-0.0121,0.0022,4240
Fri Jun 09 2023,SPY230609C00399000,29.64,6.76,28.92,29.75,35,0.2352,0.987,0.0024,431,399.00,SPY230609P00399000,0.05,-0.125,0.05,0.06,2496,0.2281,-0.0128,0.0024,5474
Fri Jun 09 2023,SPY230609C00400000,28.6,6.71,27.92,28.76,161,0.2298,0.9862,0.0026,3283,400.00,SPY230609P00400000,0.06,-0.125,0.06,0.07,5202,0.2257,-0.0139,0.0026,25373
Fri Jun 09 2023,SPY230609C00401000,27.13,6.245,26.93,27.76,35,0.2242,0.9853,0.0028,1333,401.00,SPY230609P00401000,0.07,-0.125,0.06,0.07,1952,0.2186,-0.0148,0.0029,3051
Fri Jun 09 2023,SPY230609C00402000,26.53,6.61,25.93,26.76,23,0.2165,0.9843,0.0031,1159,402.00,SPY230609P00402000,0.07,-0.135,0.06,0.07,2531,0.2114,-0.0158,0.0031,17587
Fri Jun 09 2023,SPY230609C00402500,25.08,5.645,25.43,26.26,1,0.2126,0.9838,0.0032,808,402.50,SPY230609P00402500,0.07,-0.145,0.06,0.08,185,0.21,-0.0163,0.0032,2479
Fri Jun 09 2023,SPY230609C00403000,25.83,6.885,24.94,25.77,22,0.2126,0.9832,0.0034,502,403.00,SPY230609P00403000,0.07,-0.155,0.06,0.07,2114,0.2042,-0.0169,0.0034,4730
Fri Jun 09 2023,SPY230609C00404000,24.42,6.455,23.94,24.77,25,0.2049,0.9819,0.0037,1037,404.00,SPY230609P00404000,0.08,-0.165,0.07,0.08,3145,0.2011,-0.0181,0.0037,6771
Fri Jun 09 2023,SPY230609C00405000,23.55,6.565,22.95,23.77,5100,0.1988,0.9805,0.004,4525,405.00,SPY230609P00405000,0.08,-0.185,0.08,0.09,4631,0.1974,-0.0196,0.0041,17269
Fri Jun 09 2023,SPY230609C00406000,22.47,6.455,21.95,22.78,39,0.1927,0.979,0.0045,3431,406.00,SPY230609P00406000,0.08,-0.215,0.08,0.09,1055,0.19,-0.0211,0.0045,8327
Fri Jun 09 2023,SPY230609C00407000,21.44,6.38,20.96,21.78,70,0.1864,0.9772,0.0049,3813,407.00,SPY230609P00407000,0.09,-0.245,0.09,0.1,1955,0.1857,-0.023,0.005,6370
Fri Jun 09 2023,SPY230609C00407500,13.29,0,20.46,21.29,0,0.1839,0.9762,0.0052,5569,407.50,SPY230609P00407500,0.09,-0.265,0.09,0.1,3124,0.1819,-0.024,0.0052,4745
Fri Jun 09 2023,SPY230609C00408000,20.61,6.535,19.97,20.79,260,0.1814,0.9751,0.0055,5591,408.00,SPY230609P00408000,0.1,-0.275,0.09,0.11,2048,0.1796,-0.025,0.0055,16590
Fri Jun 09 2023,SPY230609C00409000,20.1,6.975,18.98,19.79,125,0.1747,0.9727,0.0061,6559,409.00,SPY230609P00409000,0.1,-0.325,0.1,0.11,4819,0.1733,-0.0274,0.0061,6220
Fri Jun 09 2023,SPY230609C00410000,18.45,6.235,17.99,18.8,498,0.1692,0.9699,0.0068,10456,410.00,SPY230609P00410000,0.11,-0.375,0.11,0.12,14645,0.1681,-0.0302,0.0068,21986
Fri Jun 09 2023,SPY230609C00411000,17.41,6.145,17,17.81,126,0.1634,0.9667,0.0077,5051,411.00,SPY230609P00411000,0.13,-0.425,0.12,0.13,3862,0.1626,-0.0335,0.0077,13444
Fri Jun 09 2023,SPY230609C00412000,16.52,6.17,16.01,16.82,199,0.1574,0.9628,0.0087,4349,412.00,SPY230609P00412000,0.13,-0.505,0.13,0.15,3163,0.1578,-0.0375,0.0087,7843
Fri Jun 09 2023,SPY230609C00412500,16.1,6.2,15.52,16.1,130,0.1216,0.9606,0.0092,3101,412.50,SPY230609P00412500,0.13,-0.555,0.14,0.15,1907,0.1548,-0.0397,0.0093,6950
Fri Jun 09 2023,SPY230609C00413000,15.85,6.395,15.03,15.83,60,0.152,0.9581,0.0099,4039,413.00,SPY230609P00413000,0.15,-0.585,0.15,0.16,4772,0.1526,-0.0422,0.0099,9825
Fri Jun 09 2023,SPY230609C00414000,14.54,5.97,14.06,14.85,181,0.148,0.9525,0.0113,2645,414.00,SPY230609P00414000,0.15,-0.705,0.17,0.18,4367,0.1478,-0.0478,0.0114,7281
Fri Jun 09 2023,SPY230609C00415000,13.44,5.71,13.09,13.87,10592,0.1433,0.9457,0.013,13587,415.00,SPY230609P00415000,0.19,-0.805,0.19,0.2,18008,0.1424,-0.0548,0.0131,34842
Fri Jun 09 2023,SPY230609C00416000,12.49,5.595,12.12,12.89,520,0.1379,0.9372,0.0151,5618,416.00,SPY230609P00416000,0.23,-0.935,0.22,0.23,4844,0.138,-0.0633,0.0152,8337
Fri Jun 09 2023,SPY230609C00417000,11.51,5.42,11.17,11.92,1142,0.1339,0.9269,0.0175,5786,417.00,SPY230609P00417000,0.26,-1.105,0.25,0.27,8896,0.1334,-0.0738,0.0177,7862
Fri Jun 09 2023,SPY230609C00417500,11.08,5.39,10.69,11.44,308,0.1315,0.9208,0.019,4626,417.50,SPY230609P00417500,0.26,-1.215,0.27,0.28,3498,0.1305,-0.08,0.0191,5434
Fri Jun 09 2023,SPY230609C00418000,10.62,5.285,10.22,10.96,1408,0.1295,0.914,0.0205,5795,418.00,SPY230609P00418000,0.31,-1.29,0.3,0.31,15465,0.1291,-0.0869,0.0207,8493
Fri Jun 09 2023,SPY230609C00419000,9.7,5.1,9.43,10,904,0.1316,0.898,0.0239,6689,419.00,SPY230609P00419000,0.36,-1.52,0.35,0.37,21904,0.1249,-0.103,0.0242,12239
Fri Jun 09 2023,SPY230609C00420000,8.71,4.785,8.38,9.04,3101,0.1208,0.8783,0.028,18097,420.00,SPY230609P00420000,0.43,-1.775,0.42,0.43,54338,0.1205,-0.1231,0.0284,18808
Fri Jun 09 2023,SPY230609C00421000,7.79,4.47,7.49,8,5081,0.113,0.8541,0.0326,9273,421.00,SPY230609P00421000,0.52,-2.075,0.52,0.53,29957,0.1178,-0.1473,0.033,5930
Fri Jun 09 2023,SPY230609C00422000,7,4.26,6.65,7.24,2733,0.1158,0.8247,0.0378,7036,422.00,SPY230609P00422000,0.65,-2.39,0.64,0.65,15271,0.1147,-0.1771,0.0383,3829
Fri Jun 09 2023,SPY230609C00423000,6.11,3.865,5.83,6.24,5034,0.1093,0.7893,0.0433,8380,423.00,SPY230609P00423000,0.78,-2.76,0.79,0.8,15019,0.1116,-0.2134,0.044,2528
Fri Jun 09 2023,SPY230609C00424000,5.34,3.545,5.02,5.42,9644,0.1068,0.7476,0.0489,7597,424.00,SPY230609P00424000,1,-3.12,0.98,0.99,19895,0.1098,-0.2556,0.0498,2837
Fri Jun 09 2023,SPY230609C00425000,4.51,3.09,4.45,4.61,25054,0.1084,0.6993,0.0544,18748,425.00,SPY230609P00425000,1.24,-3.515,1.23,1.24,52106,0.1074,-0.3053,0.0555,942
Fri Jun 09 2023,SPY230609C00426000,3.81,2.705,3.78,3.87,20600,0.1065,0.6449,0.0591,7212,426.00,SPY230609P00426000,1.54,-3.94,1.53,1.54,24751,0.1065,-0.3605,0.0605,335
Fri Jun 09 2023,SPY230609C00427000,3.21,2.365,3.14,3.21,20641,0.1045,0.5853,0.0628,9164,427.00,SPY230609P00427000,1.88,-4.33,1.87,1.92,32384,0.1043,-0.4217,0.0645,364
Fri Jun 09 2023,SPY230609C00428000,2.6,1.965,2.56,2.63,57003,0.1034,0.522,0.0649,11649,428.00,SPY230609P00428000,2.33,-4.71,2.3,2.35,20795,0.1032,-0.487,0.067,299
Fri Jun 09 2023,SPY230609C00429000,2.07,1.595,2.06,2.11,36399,0.1022,0.4568,0.0653,14576,429.00,SPY230609P00429000,2.78,-5.125,2.79,2.83,10223,0.1013,-0.5546,0.0678,106
Fri Jun 09 2023,SPY230609C00430000,1.64,1.285,1.64,1.65,39189,0.1013,0.392,0.0637,10192,430.00,SPY230609P00430000,3.37,-5.42,3.35,3.44,12230,0.1009,-0.6223,0.0667,258
Fri Jun 09 2023,SPY230609C00431000,1.3,1.045,1.27,1.29,16145,0.1008,0.3297,0.0603,7200,431.00,SPY230609P00431000,4.02,-5.735,4,4.1,1179,0.1006,-0.688,0.0638,29
Fri Jun 09 2023,SPY230609C00432000,0.97,0.785,0.98,0.99,13169,0.1008,0.2718,0.0554,7363,432.00,SPY230609P00432000,4.7,-6.055,4.64,4.97,819,0.1022,-0.7496,0.0593,17
Fri Jun 09 2023,SPY230609C00433000,0.73,0.595,0.74,0.75,14947,0.1008,0.2199,0.0494,3976,433.00,SPY230609P00433000,5.53,-6.225,5.27,5.85,152,0.1008,-0.8055,0.0538,30
Fri Jun 09 2023,SPY230609C00434000,0.56,0.465,0.55,0.56,13434,0.1009,0.175,0.0429,7433,434.00,SPY230609P00434000,6.32,-6.435,6.08,6.72,126,0.1013,-0.8548,0.0477,4
Fri Jun 09 2023,SPY230609C00435000,0.42,0.355,0.41,0.42,25308,0.1017,0.1374,0.0364,7162,435.00,SPY230609P00435000,7.26,-6.495,6.94,7.63,578,0.1018,-0.8968,0.0415,24
Fri Jun 09 2023,SPY230609C00436000,0.3,0.255,0.3,0.32,4911,0.1029,0.107,0.0302,2938,436.00,SPY230609P00436000,7.95,-6.78,7.85,8.58,1177,0.1035,-0.9316,0.0357,3
Fri Jun 09 2023,SPY230609C00437000,0.23,0.195,0.22,0.24,9435,0.104,0.083,0.0247,594,437.00,SPY230609P00437000,9.06,-6.67,8.79,9.54,93,0.1043,-0.9596,0.0304,2
Fri Jun 09 2023,SPY230609C00438000,0.18,0.155,0.16,0.18,4916,0.1054,0.0645,0.02,2180,438.00,SPY230609P00438000,9.86,-6.87,9.75,10.53,59,0.1049,-0.9811,0.0244,0
Fri Jun 09 2023,SPY230609C00439000,0.13,0.105,0.12,0.13,24737,0.1067,0.0504,0.0162,594,439.00,SPY230609P00439000,10.7,-7.03,10.73,11.53,4,0,-0.9933,0.0117,0
Fri Jun 09 2023,SPY230609C00440000,0.09,0.065,0.09,0.1,26713,0.1086,0.0398,0.0131,6724,440.00,SPY230609P00440000,12.06,-6.67,11.73,12.53,42,0,-0.9988,0.002,70
Fri Jun 09 2023,SPY230609C00441000,0.07,0.055,0.07,0.09,1440,0.1128,0.0319,0.0106,3152,441.00,SPY230609P00441000,12.98,-6.75,12.72,13.53,2,0,-1,0,0
Fri Jun 09 2023,SPY230609C00442000,0.06,0.045,0.06,0.07,943,0.1156,0.0259,0.0087,4765,442.00,SPY230609P00442000,14.05,-6.68,13.72,14.54,10,0,-1,0,0
Fri Jun 09 2023,SPY230609C00443000,0.05,0.035,0.05,0.06,1341,0.1194,0.0213,0.0072,1155,443.00,SPY230609P00443000,18.35,-3.38,14.72,15.54,1,0,-1,0,0
Fri Jun 09 2023,SPY230609C00444000,0.04,0.025,0.04,0.05,1840,0.1226,0.0176,0.006,1164,444.00,SPY230609P00444000,16.6,-6.13,15.72,16.54,2,0,-1,0,0
Fri Jun 09 2023,SPY230609C00445000,0.04,0.025,0.03,0.04,4157,0.1246,0.0149,0.005,3155,445.00,SPY230609P00445000,17.11,-6.61,16.72,17.54,2,0,-1,0,2
Fri Jun 09 2023,SPY230609C00446000,0.03,0.015,0.03,0.04,1361,0.1309,0.0127,0.0042,545,446.00,SPY230609P00446000,17.46,-7.26,17.72,18.54,2,0,-1,0,0
Fri Jun 09 2023,SPY230609C00447000,0.03,0.025,0.02,0.03,497,0.1313,0.0109,0.0036,4,447.00,SPY230609P00447000,18.46,-7.255,18.72,19.54,1,0,-1,0,0
Fri Jun 09 2023,SPY230609C00448000,0.03,0.025,0.02,0.03,293,0.1374,0.0094,0.0031,3774,448.00,SPY230609P00448000,20.06,-6.655,19.72,20.54,7,0,-1,0,0
Fri Jun 09 2023,SPY230609C00449000,0.02,0.015,0.02,0.03,217,0.1433,0.0082,0.0027,12,449.00,SPY230609P00449000,0,0,20.72,21.54,0,0,-1,0,0
